Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,364.3399963378906,365.8500061035156,362.29998779296875,365.67999267578125,352.39727783203125,5624100
2022-01-04,367.3399963378906,369.2099914550781,367.2099914550781,367.8699951171875,354.5077819824219,5462200
2022-01-05,367.7099914550781,369.5,363.9800109863281,364.0899963378906,350.8650817871094,7638000
2022-01-06,364.1099853515625,364.6499938964844,361.9599914550781,362.3900146484375,349.22674560546875,7019800
2022-01-07,361.8900146484375,363.8699951171875,361.1300048828125,362.30999755859375,349.149658203125,5806300
2022-01-10,361.07000732421875,361.2200012207031,356.44000244140625,360.7900085449219,347.6849365234375,8091800
2022-01-11,360.69000244140625,362.75,357.70001220703125,362.5400085449219,349.37139892578125,7310900
2022-01-12,363.7300109863281,364.55999755859375,361.6700134277344,362.95001220703125,349.7664489746094,4493200
2022-01-13,364.2099914550781,365.1300048828125,360.45001220703125,361.20001220703125,348.080078125,6418100
2022-01-14,358.2099914550781,359.79998779296875,356.3999938964844,359.1400146484375,346.0948791503906,8575400
2022-01-18,355.3299865722656,355.3599853515625,352.6199951171875,353.8500061035156,340.9970397949219,8166100
2022-01-19,354.9100036621094,355.54998779296875,350.2099914550781,350.3500061035156,337.6241149902344,7386500
2022-01-20,351.4800109863281,355.04998779296875,346.80999755859375,347.3299865722656,334.71380615234375,8968700
2022-01-21,347.0899963378906,348.8500061035156,342.1400146484375,342.3500061035156,330.15997314453125,16301600
2022-01-24,338.42999267578125,344.1199951171875,331.3500061035156,343.80999755859375,331.56793212890625,29707000
2022-01-25,340.260009765625,345.7900085449219,335.3399963378906,342.9599914550781,330.748291015625,18657900
2022-01-26,346.0400085449219,348.0,338.5299987792969,341.4599914550781,329.3016052246094,19047300
2022-01-27,344.3999938964844,347.6300048828125,339.8900146484375,341.54998779296875,329.3884582519531,12854100
2022-01-28,341.8599853515625,347.17999267578125,337.8999938964844,347.1099853515625,334.7503967285156,12008900
2022-01-31,345.7799987792969,351.3599853515625,344.7200012207031,351.0799865722656,338.5791320800781,8379100
2022-02-01,351.6600036621094,354.2699890136719,349.67999267578125,353.94000244140625,341.3372497558594,7636000
2022-02-02,353.5899963378906,356.6600036621094,352.760009765625,356.0299987792969,343.3528137207031,8856400
2022-02-03,354.82000732421875,355.2200012207031,350.5799865722656,350.9800109863281,338.4826965332031,9339900
2022-02-04,350.3999938964844,353.25,347.82000732421875,350.8699951171875,338.3765869140625,8532300
2022-02-07,351.260009765625,353.1600036621094,349.8299865722656,350.8999938964844,338.4056091308594,4746200
2022-02-08,351.6000061035156,355.3500061035156,350.7900085449219,354.5400085449219,341.9159851074219,4568400
2022-02-09,357.3500061035156,358.1000061035156,356.6600036621094,357.6700134277344,344.93450927734375,4781700
2022-02-10,354.7799987792969,358.05999755859375,351.0299987792969,352.54998779296875,339.99676513671875,10298500
2022-02-11,352.4599914550781,354.4200134277344,346.2300109863281,347.2900085449219,334.9240417480469,8211500
2022-02-14,346.7200012207031,347.54998779296875,343.20001220703125,345.8900146484375,333.573974609375,7315100
2022-02-15,348.92999267578125,350.760009765625,348.3500061035156,350.2200012207031,337.749755859375,4932200
2022-02-16,348.760009765625,350.7200012207031,346.7099914550781,349.6700134277344,337.2193603515625,4496500
2022-02-17,347.42999267578125,347.7099914550781,342.8599853515625,343.67999267578125,331.442626953125,4433500
2022-02-18,342.8999938964844,344.20001220703125,339.6700134277344,340.9800109863281,329.3361511230469,6193700
2022-02-22,338.7900085449219,340.260009765625,333.5799865722656,336.010009765625,324.5357971191406,7942700
2022-02-23,338.1600036621094,338.260009765625,330.82000732421875,331.5199890136719,320.1991271972656,5732600
2022-02-24,322.82000732421875,332.739990234375,322.69000244140625,332.3399963378906,320.9911193847656,14167100
2022-02-25,333.67999267578125,341.0199890136719,333.05999755859375,340.5400085449219,328.91107177734375,9496300
2022-02-28,335.95001220703125,339.82000732421875,334.7900085449219,339.3399963378906,327.7521057128906,8217300
2022-03-01,337.2699890136719,339.0199890136719,331.3299865722656,333.1600036621094,321.7831115722656,8532900
2022-03-02,335.2699890136719,340.45001220703125,334.69000244140625,339.0,327.4237365722656,6836200
2022-03-03,340.7099914550781,342.0899963378906,336.67999267578125,338.1300048828125,326.5834655761719,7790700
2022-03-04,334.6099853515625,336.8699951171875,332.79998779296875,336.4700012207031,324.9800720214844,6025000
2022-03-07,335.20001220703125,335.3299865722656,328.3399963378906,328.4700012207031,317.2532958984375,6590800
2022-03-08,328.489990234375,334.3999938964844,326.05999755859375,326.5299987792969,315.3796081542969,8209800
2022-03-09,333.1199951171875,335.0400085449219,331.57000732421875,333.3999938964844,322.0149230957031,4669200
2022-03-10,329.32000732421875,332.8500061035156,328.67999267578125,332.1099853515625,320.7689514160156,3317400
2022-03-11,334.1000061035156,335.7300109863281,329.69000244140625,330.0199890136719,318.7503662109375,6923400
2022-03-14,331.75,334.6000061035156,328.7900085449219,330.07000732421875,318.79864501953125,5640600
2022-03-15,332.0,336.8500061035156,331.1099853515625,336.19000244140625,324.709716796875,6648500
2022-03-16,339.19000244140625,341.4200134277344,334.5400085449219,341.3599853515625,329.70318603515625,9577100
2022-03-17,339.94000244140625,345.5899963378906,339.6099853515625,345.45001220703125,333.65350341796875,6032900
2022-03-18,343.6199951171875,347.44000244140625,342.6499938964844,347.19000244140625,336.0851135253906,5903900
2022-03-21,346.6099853515625,347.92999267578125,343.29998779296875,345.44000244140625,334.39105224609375,4329900
2022-03-22,347.1199951171875,348.7200012207031,346.8599853515625,348.1400146484375,337.00469970703125,4430800
2022-03-23,345.75,346.44000244140625,343.3500061035156,343.4100036621094,332.4260559082031,4098700
2022-03-24,344.489990234375,347.05999755859375,343.44000244140625,347.05999755859375,335.9591979980469,3550000
2022-03-25,347.79998779296875,349.32000732421875,346.19000244140625,348.5400085449219,337.39190673828125,3206200
2022-03-28,347.75,349.489990234375,345.3800048828125,349.489990234375,338.3115234375,2962400
2022-03-29,352.6600036621094,353.7099914550781,350.1300048828125,352.9700012207031,341.68023681640625,4711800
2022-03-30,352.1499938964844,353.4700012207031,350.44000244140625,352.1199951171875,340.857421875,3909800
2022-03-31,351.07000732421875,351.57000732421875,346.760009765625,346.8299865722656,335.736572265625,3978900
2022-04-01,348.1499938964844,348.3500061035156,345.239990234375,348.010009765625,336.8788757324219,3560200
2022-04-04,347.6400146484375,349.2799987792969,346.0299987792969,349.239990234375,338.06951904296875,3829900
2022-04-05,347.82000732421875,351.04998779296875,345.5,346.3399963378906,335.2622985839844,4331700
2022-04-06,343.5899963378906,346.05999755859375,342.70001220703125,344.75,333.72314453125,5431300
2022-04-07,343.7699890136719,347.1000061035156,341.8900146484375,345.9700012207031,334.90411376953125,4599900
2022-04-08,345.7099914550781,349.1199951171875,344.6499938964844,347.3699951171875,336.25933837890625,4535900
2022-04-11,345.3599853515625,347.0799865722656,342.739990234375,343.20001220703125,332.2227478027344,5344400
2022-04-12,344.4100036621094,346.75,341.0,342.2200012207031,331.2740783691406,4501400
2022-04-13,341.69000244140625,346.04998779296875,341.5400085449219,345.760009765625,334.70086669921875,3605000
2022-04-14,346.7099914550781,348.7300109863281,344.25,344.2900085449219,333.3993835449219,4179600
2022-04-18,343.8699951171875,346.07000732421875,342.6300048828125,344.1000061035156,333.21539306640625,3939000
2022-04-19,344.2900085449219,349.739990234375,344.25,349.1199951171875,338.0765686035156,4261200
2022-04-20,351.05999755859375,353.07000732421875,350.2799987792969,351.5299987792969,340.41033935546875,5677000
2022-04-21,353.9599914550781,354.8800048828125,347.17999267578125,347.7099914550781,336.7111511230469,5369600
2022-04-22,346.3399963378906,346.4100036621094,337.739990234375,338.2699890136719,327.56982421875,6855100
